Player,Banker,Result
"Q♦️, A♦️, 5♦️","6♠️, 6♥️, 6♦️",B
"5♦️, K♣️, A♦️","7♥️, Q♠️",B
"5♦️, 5♣️, 3♣️","10♣️, J♠️, 9♠️",B
"4♠️, 7♠️, 9♥️","10♦️, 2♣️, K♥️",B
"7♥️, 6♣️, 6♦️","10♣️, Q♠️, 6♥️",P
"5♣️, 8♠️, 8♣️","9♣️, 4♣️",B
"8♥️, Q♠️","2♦️, 10♦️",P
"6♣️, J♠️","Q♦️, 4♣️, 5♣️",B
"7♣️, 3♠️","10♣️, 8♥️",B
"Q♦️, K♣️, 6♦️","A♣️, 9♦️, 9♣️",B
"2♠️, K♥️, 4♦️","7♣️, 7♣️, J♣️",P
"3♦️, 10♠️, 9♥️","6♦️, 10♣️",B
"5♦️, 3♣️","5♥️, 2♠️",P
"9♥️, 4♦️, J♠️","A♦️, 10♦️, 9♦️",P
"6♦️, 4♦️, 8♠️","3♠️, 2♦️",P
"5♦️, J♣️, 2♣️","5♦️, Q♥️, Q♠️",P
"A♠️, 9♣️, 3♠️","9♣️, 4♠️, 5♠️",B
"3♥️, 5♣️","7♦️, 10♥️",P
"10♥️, 5♠️, 2♣️","J♠️, 5♣️, 4♦️",B
"4♣️, 6♠️, 5♥️","9♦️, 8♦️",B
"3♠️, 10♦️, 10♠️","A♥️, 3♦️",B
"6♠️, 10♣️","J♦️, 10♥️, 5♥️",P
"7♥️, A♣️","4♦️, 10♥️",P
"A♥️, 2♣️, 9♦️","2♥️, 4♠️",B
"2♦️, 2♠️, 6♥️","10♦️, K♣️, 9♥️",B
"J♥️, 4♥️, 2♦️","2♥️, A♥️, K♣️",P
"A♥️, J♦️, 5♣️","4♠️, 7♣️, 3♣️",P
"2♠️, J♣️","8♦️, Q♣️",B
"7♣️, A♥️","8♥️, 3♠️",P
"10♥️, 8♦️","A♠️, 9♠️",P
"2♣️, 9♣️","K♣️, 9♥️",B
"Q♥️, A♣️, 4♠️","10♦️, 6♠️",B
"Q♥️, 5♣️, A♣️","K♥️, 2♦️, 6♦️",B
"Q♣️, 5♠️, 3♦️","5♦️, A♦️",P
"3♥️, 5♥️","9♠️, 5♠️",P
"6♥️, Q♠️","4♦️, 10♦️, 8♥️",P
"J♣️, 7♣️","J♦️, A♣️, A♦️",P
"K♥️, J♣️","5♦️, 3♥️",B
"5♣️, 8♣️, 10♦️","K♣️, K♣️, J♥️",P
"J♠️, 2♥️, J♥️","K♦️, 10♠️, 2♥️",T
"A♦️, 6♦️","7♠️, Q♣️",T
"K♣️, 5♥️, A♥️","10♠️, 2♦️, 10♦️",P
"Q♣️, 9♣️","3♦️, 8♦️",P
"4♣️, 9♦️, 3♦️","4♥️, 10♣️, 3♠️",B
"J♠️, 5♦️, K♣️","5♥️, 10♦️",T
"10♣️, K♠️, A♣️","10♥️, 5♣️",B
"7♣️, 6♠️, 6♦️","4♣️, 9♥️, 9♠️",P
"4♠️, Q♥️, J♠️","8♥️, 2♠️, J♠️",P
"J♣️, J♠️, 9♠️","K♠️, 7♠️",P
"K♦️, 5♠️, 8♣️","2♥️, 2♣️",B
"2♣️, 5♣️","A♦️, 7♠️",B
"7♠️, 7♠️, 3♣️","3♣️, K♣️, 8♠️",P
"9♠️, 9♦️","7♥️, K♦️",P
"2♣️, 8♦️","4♥️, 4♦️",B
"J♠️, 7♣️","J♣️, 4♥️, A♥️",P
"6♥️, 2♥️","Q♣️, 9♥️",T
"5♣️, 3♦️","9♥️, 7♦️",P
"3♣️, 7♦️, A♦️","8♦️, 3♦️, 2♠️",B
"K♦️, 6♦️","Q♣️, 4♥️, 10♣️",P
"Q♥️, 8♣️","7♥️, A♠️",T
"A♥️, 9♦️, 8♠️","7♦️, 4♣️, Q♠️",P
"9♥️, 4♦️, 9♠️","9♣️, A♥️, J♣️",P
"5♠️, K♣️, K♠️","10♠️, J♥️, 4♦️",P
"Q♣️, Q♦️, K♠️","Q♦️, 7♠️",B
"K♠️, 9♥️","3♣️, 9♠️",P
"A♣️, 2♦️, 8♠️","A♦️, K♣️, 6♦️",B
"2♥️, K♦️, Q♣️","7♦️, Q♣️",B
"9♠️, 3♥️, 4♥️","3♠️, 4♥️",B
"2♦️, 9♠️, 9♥️","9♦️, 4♥️, 4♠️",B
"Q♥️, Q♥️, 5♦️","J♠️, A♦️, 10♥️",P
"8♦️, 2♣️, 3♣️","3♦️, Q♠️, 2♠️",B
"8♦️, 4♥️, 10♥️","8♥️, 8♠️",B
"10♣️, 5♥️, 4♠️","Q♠️, 2♥️, 2♥️",P
"3♠️, 8♦️, K♥️","A♣️, 5♣️",B
"6♠️, J♥️","J♣️, A♦️, K♥️",P
"3♣️, 6♦️","9♥️, 2♦️",P
"3♥️, K♦️","4♥️, 4♦️",B
"2♣️, Q♦️, 9♥️","4♥️, 10♠️",B
"7♠️, 6♠️, 7♦️","5♣️, 2♦️",B
"4♥️, 2♣️","K♠️, A♦️, 4♥️",P
"4♦️, A♠️, 4♣️","5♣️, 5♣️, 9♣️",T
"4♥️, K♥️, 5♦️","6♥️, Q♣️",P
"7♠️, 2♥️","8♥️, 3♦️",P
"7♠️, 10♦️","A♥️, J♦️, 6♦️",T
"K♣️, 10♦️, 5♠️","9♣️, 4♠️, 8♠️",P
"3♦️, 8♦️, 7♥️","5♥️, K♠️, 4♦️",B
"6♦️, K♦️","4♣️, 5♠️",B
"K♣️, 10♠️, 9♠️","10♣️, A♦️, 9♦️",P
"K♣️, 7♦️","8♠️, 9♣️",T
"Q♦️, J♣️","4♣️, 5♦️",B
"6♠️, J♦️","3♠️, 3♠️",T
"4♦️, Q♣️, J♥️","6♦️, 5♣️, A♣️",P
"2♥️, 6♥️","J♥️, Q♠️",P
"8♦️, 9♦️","6♣️, A♦️",T
"Q♣️, 3♥️, 5♠️","A♦️, A♣️, 4♠️",P
"8♦️, 9♠️","10♥️, 4♥️, 3♦️",T
"4♦️, 10♠️","J♦️, 8♣️",B
"Q♦️, 4♦️, 6♣️","3♥️, 7♠️, 10♠️",T
"A♦️, 6♠️","10♠️, 3♥️, 5♥️",B
"2♣️, 5♠️","8♣️, K♠️",B
"5♠️, 8♠️, 5♣️","10♣️, 10♣️, 10♥️",P
"K♦️, 3♦️, 8♥️","J♠️, 7♣️",B
"J♣️, K♦️, Q♠️","A♥️, 9♣️, 4♦️",B
"3♠️, J♣️, J♣️","2♣️, 5♠️",B
"A♦️, Q♣️","5♥️, 3♦️",B
"A♥️, 7♠️","3♣️, 10♣️",P
"9♠️, Q♣️","10♠️, 9♦️",T
"9♣️, Q♠️","A♥️, J♠️",P
"A♦️, K♣️, K♦️","5♣️, 7♦️, K♠️",B
"8♥️, 5♣️","K♦️, 8♣️",B
"K♠️, Q♠️, K♥️","9♦️, 3♣️, 3♣️",B
"5♣️, 10♣️, 2♠️","7♥️, 4♥️, 9♣️",P
"2♦️, 7♠️","A♣️, 6♦️",P
"5♠️, 2♣️","3♦️, 8♠️, J♥️",P
"9♠️, Q♠️","4♠️, 3♥️",P
"2♣️, 4♥️","6♣️, 9♣️, J♠️",P
"6♦️, K♥️","7♥️, 3♥️, 3♦️",P
"8♦️, Q♠️","7♠️, 2♥️",T
"6♦️, 4♣️, Q♦️","2♠️, 2♠️",B
"5♦️, 2♥️","4♥️, 4♠️",B
"8♦️, 4♠️, K♣️","10♥️, J♦️, 9♦️",B
"J♥️, Q♣️, J♣️","3♦️, J♥️, 7♠️",T
"2♦️, K♦️, 9♣️","K♣️, 4♦️",B
"A♦️, 8♥️","3♣️, 2♦️",P
"5♦️, 2♦️","9♦️, 10♦️",B
"A♣️, Q♠️, 6♣️","Q♣️, 7♠️",T
"4♠️, 7♠️","9♣️, J♦️",B
"7♦️, K♠️","8♣️, 4♦️, 5♣️",T
"9♣️, 3♦️, 2♦️","J♦️, K♣️, 3♣️",P
"5♦️, 9♠️, Q♦️","2♦️, 9♣️, 6♥️",B
"8♣️, 2♦️, 8♥️","6♥️, 6♦️, 5♣️",P
"6♠️, 3♥️","6♣️, 2♥️",T
"10♣️, 10♥️","J♦️, 9♦️",B
"10♣️, 10♦️","A♠️, 8♣️",B
"9♠️, 5♥️, 8♠️","9♦️, 5♥️",B
"A♠️, 8♠️","J♦️, K♥️",P
"J♣️, 6♣️","7♥️, 10♥️",B
"6♠️, 10♦️","K♠️, K♣️, K♣️",P
"7♥️, 6♥️","4♠️, 5♥️",B
"6♣️, 5♣️, K♥️","5♠️, J♥️",B
"10♦️, K♣️, 10♦️","7♣️, J♥️",B
"J♠️, A♠️, 9♠️","5♠️, K♣️",B
"10♥️, J♦️, 10♣️","5♥️, 7♠️, 10♠️",B
"Q♣️, 4♠️, 4♠️","10♠️, A♣️, 10♠️",P
"8♦️, 10♣️","10♠️, 6♥️",P
"5♣️, 6♠️","9♣️, K♥️",B
"A♣️, 6♥️","Q♦️, J♣️, 5♥️",P
"Q♣️, 6♠️","10♠️, 9♦️",B
"10♠️, J♦️, 10♣️","10♣️, 2♠️, 7♣️",B
"8♣️, 3♥️, 9♦️","6♣️, J♠️",B
"7♣️, 2♥️","3♦️, K♠️",P
"4♦️, 2♣️","9♦️, Q♠️",B
"J♠️, A♥️, 3♥️","7♠️, 4♦️, 8♣️",B
"4♣️, 10♣️","K♦️, 8♦️",B
"10♦️, 5♣️","Q♥️, 9♣️",B
"7♠️, J♥️","8♥️, 8♠️",P
"K♠️, 5♣️, 9♦️","2♠️, Q♦️, K♥️",P
"5♥️, 3♣️","J♠️, J♠️",P
"4♣️, J♦️","6♥️, 3♠️",B
"10♠️, J♦️, A♦️","7♠️, K♦️",B
"10♣️, K♠️","8♦️, Q♠️",B
"Q♦️, 4♦️","8♠️, K♥️",B
"A♠️, J♣️, 6♦️","7♠️, 3♠️, 2♥️",P
"10♠️, A♥️, 4♥️","A♥️, J♦️, 4♠️",T
"A♠️, J♠️, J♣️","3♦️, 8♣️, 8♠️",B
"10♠️, 2♠️, 4♦️","10♠️, J♠️, J♦️",P
"2♠️, Q♦️, Q♣️","3♠️, K♠️, 8♠️",P
"3♠️, 5♦️","4♥️, K♣️",P
"2♠️, 7♥️","2♥️, 7♥️",T
"J♠️, 5♥️, 10♣️","3♠️, 7♥️, 10♣️",P
"5♥️, 9♦️","K♣️, 9♥️",B
"8♥️, 4♣️, J♦️","2♦️, 3♣️",B
"K♠️, J♥️, K♣️","K♥️, Q♠️, 7♠️",B
"7♣️, 4♣️, 10♠️","5♠️, 10♥️",B
"K♦️, 7♦️","5♣️, 3♥️",B
"8♠️, A♠️","Q♠️, 8♦️",T
"6♣️, K♦️","A♦️, J♥️, 8♦️",B
"5♠️, K♦️, 3♣️","2♣️, 5♦️",P
"A♦️, K♠️, K♠️","2♦️, 10♣️, Q♥️",B
"8♥️, 7♦️","K♥️, 9♣️",B
"5♠️, K♠️","J♣️, 9♣️",B
"5♠️, 2♣️","K♠️, A♠️, 9♦️",P
"A♥️, 6♣️","5♣️, 7♣️, 7♣️",B
"A♦️, J♦️, J♠️","3♥️, 10♦️, 9♠️",B
"A♠️, 10♦️, A♥️","9♦️, 6♣️",B
"8♠️, 5♠️, 5♣️","3♥️, 10♣️, 2♠️",P
"5♥️, 5♠️, 8♠️","2♦️, 9♠️, 3♥️",P
"2♥️, 2♥️, K♠️","4♣️, J♣️",T
"Q♥️, J♥️","8♠️, A♠️",B
"Q♣️, 5♥️, J♣️","Q♠️, 7♠️",B
"3♦️, 6♥️","3♥️, 9♥️",P
"A♦️, J♠️, 2♦️","7♥️, 3♣️, 10♣️",P
"A♣️, 4♣️, 7♥️","7♠️, 7♠️, 6♠️",P
"8♥️, J♦️","6♦️, 9♣️",P
"3♥️, A♠️","Q♣️, 8♠️",B
"2♣️, J♣️, 2♦️","K♦️, 4♠️, 5♦️",B
"9♦️, 3♣️, A♦️","10♠️, J♠️, 4♥️",B
"K♥️, J♥️, 3♥️","Q♣️, 6♠️",B
"4♣️, 9♠️, A♣️","8♥️, 3♠️, 5♦️",B
"K♦️, 3♥️, K♥️","8♣️, 2♣️, A♦️",P
"10♣️, 7♥️","4♥️, 3♦️",T
"10♣️, 3♦️, 8♥️","10♦️, A♠️, 9♠️",P
"Q♥️, K♥️","8♥️, 10♠️",B
"10♦️, 8♥️","3♦️, 9♦️",P
"9♦️, 6♦️, 9♠️","8♦️, 6♥️",T
"3♥️, 9♥️, 10♠️","2♥️, 5♣️",B
"6♥️, 4♦️, 7♣️","Q♣️, J♦️, J♦️",P
"3♦️, K♠️, 3♥️","A♣️, 10♣️, 7♠️",B
"K♥️, A♥️","4♣️, 4♦️",B
"10♣️, Q♥️, 3♣️","10♦️, Q♥️, 7♠️",B
"Q♣️, J♥️, 7♣️","J♦️, A♦️, 5♦️",P
"10♠️, 6♣️","K♦️, Q♠️, 5♦️",P
"3♠️, 8♥️, K♦️","10♣️, Q♣️, K♦️",P
"3♣️, 10♠️, 7♣️","10♠️, Q♠️, 7♥️",B
"7♠️, 2♥️","Q♣️, 8♦️",T
"Q♠️, 5♥️, 7♦️","7♣️, Q♠️",B
"8♦️, 3♥️, 10♠️","8♦️, 5♠️, 5♣️",B
"5♦️, J♣️, 7♦️","A♦️, 10♦️, 6♥️",B
"3♦️, 3♦️","Q♠️, 4♠️, 6♣️",P
"J♥️, 9♣️","A♦️, A♣️",P
"9♣️, Q♥️","Q♠️, 9♠️",T
"7♠️, 8♠️, 10♠️","4♣️, J♥️",P
"K♥️, 4♥️, 7♥️","10♣️, 2♠️, 2♥️",B
"A♣️, K♦️, J♥️","4♣️, 6♥️, Q♣️",P
"10♠️, 10♦️, 5♦️","4♣️, 3♦️",B
"8♥️, 9♣️","4♥️, 4♠️",B
"2♣️, J♠️, 9♦️","7♣️, 7♦️",B
"Q♣️, 3♠️","6♠️, 3♥️",B
"9♣️, 8♥️","2♦️, Q♠️, 4♦️",P
"10♥️, 10♣️, 7♣️","K♦️, K♥️, 6♥️",P
"7♠️, 7♦️, 10♣️","3♣️, J♣️, Q♠️",P
"J♦️, 4♥️","2♠️, 6♠️",B
"9♠️, 2♦️, K♥️","A♠️, A♣️, 3♦️",B
"K♦️, J♥️, 10♦️","K♦️, A♦️, 7♦️",B
"K♣️, 4♣️, 8♠️","4♥️, 8♥️, A♦️",B
"2♠️, J♥️, 6♦️","A♠️, 3♦️, K♦️",P
"3♦️, J♣️, 2♣️","7♠️, 8♦️",T
"J♦️, 7♠️","3♦️, K♣️, J♠️",P
"4♦️, 4♦️","K♥️, 7♣️",P
"7♥️, 4♦️","4♦️, 4♣️",B
"3♦️, 2♣️, 4♦️","K♦️, 10♦️, 4♠️",P
"J♠️, 6♥️","9♥️, 8♥️",B
"K♠️, Q♦️","Q♣️, 8♣️",B
"9♥️, A♦️, 2♣️","3♣️, A♦️, 8♣️",T
"7♥️, 9♥️","2♠️, 7♦️",B
"A♦️, Q♥️, 9♥️","3♣️, A♥️",B
"9♠️, 9♠️","10♥️, 10♠️",P
"2♣️, 2♠️, J♦️","4♦️, 6♦️, 10♥️",P
"8♠️, 9♥️","9♣️, 6♠️, 5♥️",P
"10♠️, 6♥️","10♥️, K♥️, 3♦️",P
"2♦️, 9♦️","6♥️, 2♥️",B
"A♣️, A♥️, 7♠️","K♦️, 7♣️",P
"9♥️, 7♦️","6♠️, J♥️",T
"A♥️, 10♣️, 7♣️","10♠️, K♠️, Q♠️",P
"7♠️, 2♦️","3♠️, 2♥️",P
"A♥️, Q♦️","4♣️, 4♥️",B
"9♦️, 3♥️, 10♥️","Q♠️, 2♠️, 9♥️",P
"J♣️, 8♠️","7♣️, Q♥️",P
"10♠️, 8♥️","8♦️, J♥️",T
"4♣️, 9♣️, Q♣️","10♦️, J♠️, 5♥️",B
"8♣️, 4♥️, 9♦️","3♣️, 9♥️, 8♣️",P
"7♠️, 5♠️, 10♦️","9♠️, 2♠️, 9♠️",P
"Q♠️, A♣️, K♠️","10♠️, 4♠️",B
"9♣️, 9♠️","5♦️, J♠️",P
"10♦️, 9♣️","10♠️, 10♣️",P
"J♣️, 10♣️, A♦️","9♥️, 5♠️",B
"K♣️, A♦️, 9♣️","J♥️, 4♣️",B
"J♠️, 8♠️","6♥️, A♠️",P
"9♠️, Q♥️","Q♠️, 6♦️",P
"J♦️, A♥️, 9♥️","2♦️, Q♦️, J♦️",B
"2♦️, 4♣️","4♥️, 4♠️",B
"4♦️, A♣️, J♥️","9♣️, 2♦️, J♠️",P
"5♦️, 4♥️","A♠️, 10♥️",P
"6♦️, 7♥️, 3♦️","6♠️, 6♠️, 7♠️",B
"7♠️, 4♠️, K♥️","A♣️, 4♥️",B
"3♦️, 3♠️","9♣️, 2♠️, 8♠️",B
"Q♠️, 4♦️, Q♠️","3♣️, 4♥️",B
"J♥️, A♠️","2♣️, 6♦️",B
"9♦️, K♣️","K♥️, 8♠️",T
"8♠️, 8♦️","5♣️, 9♠️, 10♥️",P
"4♣️, 2♣️","4♣️, 6♦️, K♦️",P
"10♠️, J♣️, 4♠️","10♥️, K♦️, K♥️",P
"10♥️, 9♠️","4♦️, 4♥️",T
"Q♦️, 10♠️, 5♦️","2♦️, 9♣️, 10♣️",P
"A♣️, K♦️, 8♦️","9♠️, A♠️, 7♦️",P
"5♣️, 5♥️, A♥️","4♦️, 10♠️",B
"J♥️, 7♠️","7♣️, 8♠️, 10♠️",P
"4♠️, 7♠️, 4♠️","6♦️, 10♦️",B
"5♥️, 4♦️","4♥️, J♣️",P
"2♠️, 6♥️","9♦️, 3♦️",P
"7♠️, 9♠️","3♦️, 6♦️",B
"2♣️, 6♠️","K♥️, 9♦️",T
"5♥️, 8♣️","9♦️, J♠️",B
"A♥️, A♣️","9♣️, Q♦️",B
"5♦️, 7♠️, 10♠️","9♦️, 7♠️",B
"7♦️, 9♦️","8♠️, 8♦️",T
"8♥️, 8♦️","7♥️, J♠️",B
"Q♣️, J♠️, K♠️","5♦️, Q♠️",B
"K♠️, A♠️, 3♥️","7♣️, 4♠️, 8♣️",B
"9♥️, J♥️","J♠️, 4♠️",P
"A♥️, A♠️, 6♠️","3♥️, 10♠️, K♣️",P
"4♦️, K♣️, 8♦️","9♣️, 7♠️",B
"8♦️, K♣️","K♣️, 6♣️",P
"8♣️, 3♠️, J♦️","J♣️, 3♦️, 8♣️",T
"5♣️, 8♥️, 4♣️","3♠️, A♠️, 10♥️",P
"Q♥️, J♥️, 9♣️","J♥️, 4♣️",P
"3♠️, 10♣️, 7♦️","7♦️, 10♠️",B
"2♦️, 8♣️, K♦️","A♦️, Q♣️, Q♥️",B
"7♦️, 4♣️","6♣️, 2♠️",B
"2♠️, Q♣️","9♣️, K♣️",B
"3♠️, 4♦️","A♣️, 6♥️",T
"9♣️, 3♣️","5♦️, 3♥️",B
"9♥️, J♣️","5♦️, J♦️",P
"A♠️, K♣️, K♣️","6♠️, K♣️",B
"6♠️, 9♠️, K♠️","A♦️, 10♠️, 8♣️",B
"6♥️, 10♥️","5♦️, 8♥️, K♥️",P
"7♥️, Q♥️","9♦️, 6♦️, 4♠️",B
"6♥️, 5♣️","K♦️, 8♣️",B
"9♦️, J♦️","K♦️, 7♦️",P
"J♠️, 10♣️, 6♣️","Q♠️, K♠️, 5♠️",P
"9♦️, 6♠️, 2♠️","A♣️, 10♥️, A♣️",P
"Q♣️, 7♠️","Q♠️, 5♥️, 10♣️",P
"6♦️, 10♠️","8♣️, J♣️",B
"2♦️, A♦️, 6♣️","3♣️, 10♥️, J♣️",P
"6♣️, 8♦️, 3♠️","7♥️, 10♠️",T
"A♠️, A♦️, 8♣️","8♥️, 2♥️, 10♠️",T
"10♣️, Q♦️, K♦️","5♥️, J♦️",B
"2♥️, 3♥️, A♠️","2♥️, A♣️, Q♥️",P
"7♠️, 10♣️","J♠️, 7♦️",T
"3♦️, A♠️, 10♥️","5♣️, 6♦️, J♣️",P
"4♦️, 10♠️, A♣️","10♥️, A♠️, J♣️",P
"7♦️, J♠️","3♥️, K♠️, Q♣️",P
"4♥️, 9♦️, 3♥️","A♦️, 10♣️, 6♣️",B
"10♣️, 4♦️, 8♣️","6♥️, 4♣️, 4♣️",B
"K♥️, 9♥️","9♦️, K♠️",T
"6♥️, K♦️","3♦️, 5♣️",B
"4♦️, J♦️, 4♠️","5♥️, 9♠️, A♠️",P
"A♥️, 9♠️, K♦️","5♣️, 7♠️, 10♥️",B
"Q♥️, 9♣️","3♠️, 7♠️",P
"6♠️, 3♠️","6♣️, J♥️",P
"3♥️, 8♠️","3♥️, 5♣️",B
"K♥️, 5♣️, 7♠️","4♣️, 2♠️, 7♥️",B
"3♣️, J♠️, 2♣️","2♣️, 9♦️, Q♠️",P
"J♣️, J♠️","9♦️, 9♠️",B
"8♠️, 9♣️","9♥️, 5♦️, 9♥️",P
"9♥️, 6♠️, 2♦️","A♠️, 6♥️",T
"8♣️, 6♣️, J♣️","2♦️, 3♦️",B
"7♣️, 10♣️","3♠️, Q♥️, J♣️",P
"10♣️, 4♦️, 2♠️","K♠️, J♣️, 4♣️",P
"9♦️, 7♦️","5♣️, 5♥️, 9♠️",B
"5♥️, 7♣️, Q♠️","2♠️, Q♥️, 6♥️",B
"K♠️, 7♠️","5♣️, A♦️",P
"J♦️, 2♠️, 10♦️","K♠️, 3♥️, A♥️",B
"K♠️, 3♦️, 2♥️","4♠️, 6♠️, 8♥️",B
"3♥️, K♦️, 7♦️","4♦️, A♠️, 8♣️",B
"7♦️, 8♥️, 9♣️","3♣️, 10♠️, 4♥️",B
"9♦️, A♠️, 3♠️","A♦️, K♣️, 3♥️",B
"8♣️, Q♣️","J♠️, 10♥️",P
"Q♦️, 2♦️, 9♠️","3♥️, 9♦️, 5♣️",B
"6♠️, 7♦️, Q♣️","3♣️, 4♣️",B
"5♥️, A♥️","7♠️, A♣️",B
"6♥️, 9♦️, K♠️","K♥️, Q♠️, 3♥️",P
"2♦️, 7♦️","6♥️, K♦️",P
"6♥️, J♠️","2♣️, J♦️, 4♦️",T
"Q♣️, 8♠️","2♥️, Q♦️",P
"5♣️, 10♥️, 5♥️","4♥️, 3♠️",B
"9♣️, 2♦️, J♠️","3♠️, 10♣️, 6♦️",B
"7♥️, 3♠️, A♠️","2♦️, Q♥️, 10♠️",B
"2♥️, 10♠️, 2♦️","8♥️, 2♦️, 8♠️",B
"10♠️, 5♠️, 10♣️","4♠️, J♠️",P
"J♥️, 5♦️, 9♥️","5♣️, 9♥️",T
"7♦️, J♥️","3♣️, 3♣️",P
"5♣️, J♣️, 9♠️","5♦️, A♥️",B
"4♠️, 8♠️, J♣️","J♦️, 10♥️, 5♠️",B
"5♥️, 3♦️","2♦️, K♦️",P
"5♣️, 7♦️, 9♦️","6♠️, Q♠️",B
"10♥️, J♦️","A♣️, 7♠️",B
"5♣️, A♣️","7♣️, J♣️",B
"5♣️, K♣️, 4♠️","6♥️, K♠️",P
"4♠️, 5♥️","A♥️, 3♥️",P
"8♣️, 4♣️, A♥️","A♥️, Q♣️, K♣️",P
"10♠️, 3♥️, K♠️","5♠️, 9♣️",B
"2♣️, Q♥️, 8♣️","6♠️, 6♥️, A♠️",B
"10♣️, K♠️, 8♦️","3♥️, 9♣️, 4♣️",P
"4♥️, 6♠️, 3♥️","J♥️, 3♦️, Q♣️",T
"6♠️, 8♥️, 7♣️","4♦️, Q♠️, 4♠️",B
"Q♥️, 5♦️","K♦️, 8♥️",B
"8♦️, 8♠️","9♠️, 6♠️, 9♥️",P
"Q♣️, Q♣️, A♥️","7♠️, 9♣️",B
"Q♦️, 10♥️, A♦️","2♦️, A♠️, 8♣️",T
"2♠️, Q♣️, 7♥️","K♥️, A♦️, J♣️",P
"10♦️, 3♦️, 2♠️","5♠️, 7♠️, K♣️",P
"3♥️, A♠️, 6♠️","9♠️, 5♥️, 8♥️",B
"9♣️, 8♦️","3♠️, 3♥️",P
"7♥️, J♣️","K♣️, K♥️, 8♠️",B
"5♦️, J♠️, 4♦️","4♣️, 8♠️, 2♦️",P
"K♣️, 6♠️","3♣️, Q♣️, J♣️",P
"8♦️, 6♦️, 5♠️","5♣️, Q♥️, K♣️",P
"7♠️, 4♠️, 10♦️","J♣️, Q♦️, Q♣️",P
"8♦️, 4♦️, 10♠️","2♠️, Q♥️, 3♥️",B
"9♥️, 9♣️","A♠️, 10♠️",P
"3♣️, K♦️, Q♦️","Q♦️, 7♦️",B
"7♦️, 5♥️","Q♥️, 9♦️",B
"4♠️, 9♣️","9♥️, 10♥️",B
"A♠️, 3♣️, 6♦️","9♣️, 6♠️, K♠️",B
"A♥️, A♠️, 10♦️","8♠️, 3♠️, K♠️",P
"5♣️, A♠️","3♥️, 10♠️, 6♣️",B
"8♥️, A♥️","J♣️, 2♣️",P
"6♥️, 3♣️","2♥️, 6♥️",T
"4♦️, J♥️, 2♠️","10♥️, 3♣️, 2♣️",P
"Q♥️, J♠️, 2♠️","7♠️, 4♠️, 9♠️",P
"5♦️, 2♣️","3♥️, 7♦️, 3♦️",P
"7♣️, 3♣️, 8♥️","Q♦️, 2♦️, 5♦️",P
"7♠️, A♣️","K♠️, K♠️",P
"2♠️, 7♣️","K♠️, 6♠️",P
"9♦️, A♠️, Q♥️","6♠️, 5♦️, 4♥️",B
"2♠️, K♠️, K♠️","6♣️, 4♦️, 2♠️",T
"6♥️, J♥️","A♣️, 3♦️, 8♠️",P
"5♠️, 7♣️, 9♣️","J♣️, 3♣️, 5♥️",B
"10♣️, 7♣️","J♣️, K♣️, 2♦️",P
"7♦️, 9♠️","Q♠️, J♦️, A♠️",P
"2♣️, J♣️, 9♦️","A♣️, 3♣️",B
"9♥️, J♦️","A♣️, Q♣️",P
"J♣️, J♥️, 3♦️","6♥️, 9♥️",B
"10♦️, 3♦️","5♠️, 4♥️",B
"K♦️, Q♣️","K♦️, 8♣️",B
"8♣️, 10♦️","K♥️, Q♠️",P
"5♣️, 8♠️","J♣️, 8♦️",B
"J♥️, 8♣️","9♥️, 8♥️",P
"3♣️, A♣️, 3♣️","10♦️, 10♦️, 4♣️",P
"8♣️, 5♣️, 4♣️","Q♣️, K♠️, K♠️",P
"8♠️, 4♦️, 9♦️","3♣️, 10♥️, 8♣️",T
"K♥️, K♣️, 6♣️","9♥️, 6♦️, 10♥️",P
"6♣️, Q♥️","3♦️, Q♠️, 2♣️",P
"A♠️, 5♥️","10♣️, 10♣️, 9♦️",B
"4♠️, 4♥️","6♠️, 3♠️",T
"10♠️, J♦️, 6♣️","7♠️, 9♥️, J♣️",T
"5♠️, Q♥️, 3♣️","8♣️, 6♣️, 5♦️",B
"10♦️, J♣️, 9♦️","2♠️, 2♠️",P
"K♠️, 6♦️","6♣️, 5♦️, 8♥️",B
"7♠️, 10♣️","5♥️, Q♣️, Q♦️",P
"4♦️, 8♦️, 9♦️","6♣️, A♥️",B
"A♦️, 9♦️, 8♥️","K♥️, 5♠️",P
"10♠️, 10♦️, 3♥️","6♣️, 10♦️",B
"7♦️, J♣️","2♠️, 9♥️, 3♣️",P
"J♠️, 9♣️","6♦️, 10♥️",P
"5♦️, 8♥️, 7♠️","7♦️, 9♣️, 6♠️",B
"Q♦️, 3♠️, 2♣️","Q♠️, 5♥️",T
"A♥️, 2♠️, J♦️","4♦️, 9♣️, A♠️",B
"5♥️, 4♦️","10♠️, 10♠️",P
"J♥️, 7♦️","K♠️, 2♥️, 6♠️",B
